"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.878319651E3,8.494520187E-2,-1.046859920E-1,9.738788605E0
1.878369651E3,8.015955985E-2,-9.990034252E-2,9.753145218E0
1.878419651E3,8.973085135E-2,-1.190429255E-1,9.734002113E0
1.878469651E3,8.015955985E-2,-1.142572835E-1,9.753145218E0
1.878519651E3,7.537391037E-2,-1.190429255E-1,9.757930756E0
1.878569651E3,7.058826834E-2,-1.190429255E-1,9.767501831E0
1.878619651E3,7.058826834E-2,-1.094716340E-1,9.748359680E0
1.878669651E3,8.015955985E-2,-1.094716340E-1,9.748359680E0
1.878719651E3,7.537391037E-2,-1.094716340E-1,9.748359680E0
1.878769651E3,7.058826834E-2,-1.046859920E-1,9.762716293E0
1.878819651E3,9.451649338E-2,-9.990034252E-2,9.762716293E0
1.878869651E3,8.973085135E-2,-1.094716340E-1,9.743574142E0
1.878919651E3,7.537391037E-2,-1.046859920E-1,9.767501831E0
1.878969651E3,7.537391037E-2,-1.094716340E-1,9.762716293E0
1.879019651E3,8.973085135E-2,-1.094716340E-1,9.762716293E0
1.879069651E3,8.494520187E-2,-1.190429255E-1,9.757930756E0
1.879119651E3,7.058826834E-2,-1.094716340E-1,9.757930756E0
1.879169651E3,8.494520187E-2,-1.238285750E-1,9.753145218E0
1.879219651E3,7.537391037E-2,-1.190429255E-1,9.762716293E0
1.879269651E3,6.520441920E-2,-1.238285750E-1,9.748359680E0
1.879319651E3,7.537391037E-2,-1.190429255E-1,9.753145218E0
1.879369651E3,8.015955985E-2,-1.142572835E-1,9.762716293E0
1.879419651E3,7.058826834E-2,-1.142572835E-1,9.757930756E0
1.879469651E3,7.537391037E-2,-1.190429255E-1,9.767501831E0
1.879519651E3,6.580262631E-2,-1.142572835E-1,9.762716293E0
1.879569651E3,8.015955985E-2,-1.142572835E-1,9.772287369E0
1.879619651E3,8.015955985E-2,-1.142572835E-1,9.757930756E0
1.879669651E3,6.101697683E-2,-1.190429255E-1,9.762716293E0
1.879719651E3,8.015955985E-2,-1.094716340E-1,9.767501831E0
1.879769651E3,9.451649338E-2,-1.238285750E-1,9.791430473E0
1.879819651E3,8.494520187E-2,-1.142572835E-1,9.767501831E0
1.879869651E3,7.537391037E-2,-1.046859920E-1,9.772287369E0
1.879919651E3,7.537391037E-2,-1.142572835E-1,9.748359680E0
1.879969651E3,6.580262631E-2,-1.094716340E-1,9.757930756E0
1.880019651E3,7.537391037E-2,-1.286142170E-1,9.767501831E0
1.880069651E3,7.537391037E-2,-1.238285750E-1,9.762716293E0
1.880119651E3,7.537391037E-2,-1.142572835E-1,9.753145218E0
1.880169651E3,8.015955985E-2,-1.190429255E-1,9.767501831E0
1.880219651E3,7.058826834E-2,-1.190429255E-1,9.762716293E0
1.880269651E3,8.015955985E-2,-1.046859920E-1,9.772287369E0
1.880319651E3,6.580262631E-2,-1.238285750E-1,9.777072906E0
1.880369651E3,7.058826834E-2,-1.190429255E-1,9.772287369E0
1.880419651E3,8.494520187E-2,-1.142572835E-1,9.777072906E0
1.880469651E3,7.537391037E-2,-1.190429255E-1,9.748359680E0
1.880519651E3,7.058826834E-2,-1.094716340E-1,9.772287369E0
1.880569651E3,8.973085135E-2,-9.990034252E-2,9.762716293E0
1.880619651E3,7.537391037E-2,-1.190429255E-1,9.762716293E0
1.880669651E3,8.015955985E-2,-1.142572835E-1,9.777072906E0
1.880719651E3,7.058826834E-2,-1.238285750E-1,9.772287369E0
1.880769651E3,7.537391037E-2,-1.238285750E-1,9.767501831E0
1.880819651E3,6.580262631E-2,-1.286142170E-1,9.772287369E0
1.880869651E3,8.015955985E-2,-1.142572835E-1,9.781859398E0
1.880919651E3,8.015955985E-2,-1.142572835E-1,9.772287369E0
1.880969651E3,8.494520187E-2,-1.094716340E-1,9.767501831E0
1.881019651E3,7.537391037E-2,-1.190429255E-1,9.757930756E0
1.881069651E3,7.058826834E-2,-1.190429255E-1,9.748359680E0
1.881119651E3,7.537391037E-2,-1.238285750E-1,9.767501831E0
1.881169651E3,7.058826834E-2,-1.286142170E-1,9.762716293E0
1.881219651E3,8.973085135E-2,-1.286142170E-1,9.767501831E0
1.881269651E3,8.015955985E-2,-1.238285750E-1,9.757930756E0
1.881319651E3,8.015955985E-2,-1.190429255E-1,9.767501831E0
1.881369651E3,7.537391037E-2,-1.094716340E-1,9.757930756E0
1.881419651E3,7.537391037E-2,-1.190429255E-1,9.771689415E0
1.881469651E3,7.537391037E-2,-1.094716340E-1,9.766903877E0
1.881519651E3,8.015955985E-2,-1.142572835E-1,9.753145218E0
1.881569651E3,6.101697683E-2,-1.190429255E-1,9.743574142E0
1.881619651E3,7.537391037E-2,-1.142572835E-1,9.771689415E0
1.881669651E3,8.494520187E-2,-1.046859920E-1,9.747760773E0
1.881719651E3,8.015955985E-2,-1.238285750E-1,9.762716293E0
1.881769651E3,7.058826834E-2,-1.142572835E-1,9.757930756E0
1.881819651E3,8.015955985E-2,-1.142572835E-1,9.752547264E0
1.881869651E3,7.537391037E-2,-1.190429255E-1,9.771689415E0
1.881919651E3,6.101697683E-2,-1.142572835E-1,9.771689415E0
1.881969651E3,7.058826834E-2,-1.238285750E-1,9.772287369E0
1.882019651E3,7.058826834E-2,-1.142572835E-1,9.753145218E0
1.882069651E3,7.537391037E-2,-1.094716340E-1,9.771689415E0
1.882119651E3,7.537391037E-2,-1.094716340E-1,9.762118340E0
1.882169651E3,8.973085135E-2,-1.190429255E-1,9.766903877E0
1.882219651E3,6.101697683E-2,-1.094716340E-1,9.752547264E0
1.882269651E3,8.494520187E-2,-1.333998591E-1,9.762118340E0
1.882319651E3,7.058826834E-2,-1.190429255E-1,9.752547264E0
1.882369651E3,7.537391037E-2,-1.094716340E-1,9.757332802E0
1.882419651E3,8.494520187E-2,-1.046859920E-1,9.771689415E0
1.882469651E3,6.101697683E-2,-1.286142170E-1,9.762118340E0
1.882519651E3,7.537391037E-2,-1.046859920E-1,9.771689415E0
1.882569651E3,8.015955985E-2,-1.190429255E-1,9.766903877E0
1.882619651E3,7.058826834E-2,-1.190429255E-1,9.766903877E0
1.882669651E3,6.580262631E-2,-1.333998591E-1,9.762118340E0
1.882719651E3,7.537391037E-2,-1.190429255E-1,9.762118340E0
1.882769651E3,7.537391037E-2,-1.046859920E-1,9.757332802E0
1.882819651E3,7.537391037E-2,-1.190429255E-1,9.752547264E0
1.882869651E3,8.494520187E-2,-1.238285750E-1,9.771689415E0
1.882919651E3,7.118647546E-2,-1.094716340E-1,9.781260490E0
1.882969651E3,8.494520187E-2,-1.238285750E-1,9.762118340E0
1.883019651E3,7.118647546E-2,-1.046859920E-1,9.776474953E0
1.883069651E3,8.554340899E-2,-1.094716340E-1,9.771689415E0
1.883119651E3,6.580262631E-2,-1.238285750E-1,9.781260490E0
1.883169651E3,7.058826834E-2,-1.333998591E-1,9.776474953E0
1.883219651E3,6.640082598E-2,-1.190429255E-1,9.771689415E0
1.883269651E3,8.554340899E-2,-1.142572835E-1,9.766903877E0
1.883319651E3,6.640082598E-2,-1.190429255E-1,9.776474953E0
1.883369651E3,8.494520187E-2,-1.238285750E-1,9.762118340E0
1.883419651E3,6.580262631E-2,-1.238285750E-1,9.757332802E0
1.883469651E3,7.058826834E-2,-1.333998591E-1,9.766903877E0
1.883519651E3,7.058826834E-2,-1.429711580E-1,9.771689415E0
1.883569651E3,8.015955985E-2,-1.238285750E-1,9.747760773E0
1.883619651E3,8.015955985E-2,-1.142572835E-1,9.762118340E0
1.883669651E3,8.494520187E-2,-1.046859920E-1,9.757332802E0
1.883719651E3,9.511470050E-2,-1.190429255E-1,9.776474953E0
1.883769651E3,7.537391037E-2,-1.190429255E-1,9.742975235E0
1.883819651E3,6.580262631E-2,-1.286142170E-1,9.762118340E0
1.883869651E3,8.015955985E-2,-1.238285750E-1,9.762118340E0
1.883919651E3,8.075776696E-2,-1.238285750E-1,9.762118340E0
1.883969651E3,8.075776696E-2,-1.238285750E-1,9.771689415E0
1.884019651E3,7.537391037E-2,-1.190429255E-1,9.752547264E0
1.884069651E3,7.118647546E-2,-1.046859920E-1,9.762118340E0
1.884119651E3,7.597211748E-2,-9.990034252E-2,9.757332802E0
1.884169651E3,6.640082598E-2,-1.094716340E-1,9.766903877E0
1.884219651E3,7.058826834E-2,-1.333998591E-1,9.766903877E0
1.884269651E3,8.075776696E-2,-1.142572835E-1,9.771689415E0
1.884319651E3,8.973085135E-2,-1.190429255E-1,9.752547264E0
1.884369651E3,8.015955985E-2,-1.429711580E-1,9.771689415E0
1.884419651E3,7.118647546E-2,-1.046859920E-1,9.757332802E0
1.884469651E3,7.537391037E-2,-1.238285750E-1,9.747760773E0
1.884519651E3,7.118647546E-2,-1.142572835E-1,9.766903877E0
1.884569651E3,7.058826834E-2,-1.238285750E-1,9.752547264E0
1.884619651E3,8.075776696E-2,-1.046859920E-1,9.766903877E0
1.884669651E3,8.075776696E-2,-1.046859920E-1,9.771689415E0
1.884719651E3,9.990034252E-2,-1.142572835E-1,9.762118340E0
1.884769651E3,9.032905847E-2,-1.190429255E-1,9.766903877E0
1.884819651E3,8.075776696E-2,-1.046859920E-1,9.747760773E0
1.884869651E3,7.118647546E-2,-1.142572835E-1,9.766903877E0
1.884919651E3,8.554340899E-2,-1.094716340E-1,9.757332802E0
1.884969651E3,8.015955985E-2,-1.190429255E-1,9.747760773E0
1.885019651E3,7.597211748E-2,-1.142572835E-1,9.757332802E0
1.885069651E3,7.058826834E-2,-1.238285750E-1,9.752547264E0
1.885119651E3,7.118647546E-2,-1.238285750E-1,9.766903877E0
1.885169651E3,8.494520187E-2,-1.190429255E-1,9.747760773E0
1.885219651E3,8.015955985E-2,-1.190429255E-1,9.757332802E0
1.885269651E3,8.075776696E-2,-1.190429255E-1,9.776474953E0
1.885319651E3,7.118647546E-2,-1.046859920E-1,9.762118340E0
1.885369651E3,8.075776696E-2,-1.190429255E-1,9.762118340E0
1.885419651E3,8.075776696E-2,-1.046859920E-1,9.771689415E0
1.885469651E3,8.554340899E-2,-1.046859920E-1,9.752547264E0
1.885519651E3,7.597211748E-2,-1.046859920E-1,9.757332802E0
1.885569651E3,8.075776696E-2,-1.094716340E-1,9.752547264E0
1.885619651E3,8.015955985E-2,-1.238285750E-1,9.757332802E0
1.885669651E3,8.015955985E-2,-1.429711580E-1,9.738189697E0
1.885719651E3,8.075776696E-2,-1.142572835E-1,9.747760773E0
1.885769651E3,7.537391037E-2,-1.190429255E-1,9.733404160E0
1.885819651E3,7.597211748E-2,-1.142572835E-1,9.771689415E0
1.885869651E3,8.015955985E-2,-1.190429255E-1,9.742975235E0
1.885919651E3,8.015955985E-2,-1.190429255E-1,9.747760773E0
1.885969651E3,9.451649338E-2,-1.333998591E-1,9.752547264E0
1.886019651E3,8.075776696E-2,-1.190429255E-1,9.766903877E0
1.886069651E3,5.144568533E-2,-1.190429255E-1,9.757332802E0
1.886119651E3,7.118647546E-2,-1.142572835E-1,9.747760773E0
1.886169651E3,9.032905847E-2,-1.094716340E-1,9.757332802E0
1.886219651E3,7.058826834E-2,-1.046859920E-1,9.738189697E0
1.886269651E3,7.058826834E-2,-1.238285750E-1,9.742975235E0
1.886319651E3,7.597211748E-2,-1.094716340E-1,9.762118340E0
1.886369651E3,7.118647546E-2,-1.238285750E-1,9.747760773E0
1.886419651E3,7.597211748E-2,-1.238285750E-1,9.766903877E0
1.886469651E3,9.032905847E-2,-1.046859920E-1,9.757332802E0
1.886519651E3,7.537391037E-2,-1.286142170E-1,9.747760773E0
1.886569651E3,6.640082598E-2,-1.190429255E-1,9.766903877E0
1.886619651E3,7.058826834E-2,-1.094716340E-1,9.757332802E0
1.886669651E3,8.075776696E-2,-1.142572835E-1,9.762118340E0
1.886719651E3,9.032905847E-2,-1.286142170E-1,9.781260490E0
1.886769651E3,8.075776696E-2,-1.142572835E-1,9.757332802E0
1.886819651E3,8.075776696E-2,-1.142572835E-1,9.752547264E0
1.886869651E3,7.118647546E-2,-1.142572835E-1,9.766903877E0
1.886919651E3,8.075776696E-2,-1.142572835E-1,9.766903877E0
1.886969651E3,7.597211748E-2,-1.094716340E-1,9.776474953E0
1.887019651E3,7.597211748E-2,-1.046859920E-1,9.752547264E0
1.887069651E3,6.101697683E-2,-1.238285750E-1,9.766903877E0
1.887119651E3,7.537391037E-2,-1.190429255E-1,9.752547264E0
1.887169651E3,8.015955985E-2,-1.333998591E-1,9.762118340E0
1.887219651E3,7.537391037E-2,-1.238285750E-1,9.757332802E0
1.887269651E3,9.032905847E-2,-1.333998591E-1,9.776474953E0
1.887319651E3,7.537391037E-2,-1.238285750E-1,9.742975235E0
1.887369651E3,8.075776696E-2,-1.094716340E-1,9.766903877E0
1.887419651E3,8.015955985E-2,-1.238285750E-1,9.762118340E0
1.887469651E3,8.015955985E-2,-1.190429255E-1,9.752547264E0
1.887519651E3,8.494520187E-2,-1.238285750E-1,9.742975235E0
1.887569651E3,8.075776696E-2,-1.190429255E-1,9.747760773E0
1.887619651E3,7.537391037E-2,-1.094716340E-1,9.733404160E0
1.887669651E3,8.015955985E-2,-1.238285750E-1,9.747760773E0
1.887719651E3,8.494520187E-2,-9.990034252E-2,9.738189697E0
1.887769651E3,7.537391037E-2,-1.190429255E-1,9.752547264E0
1.887819651E3,8.494520187E-2,-1.142572835E-1,9.742975235E0
1.887869651E3,7.058826834E-2,-1.286142170E-1,9.747760773E0
1.887919651E3,9.451649338E-2,-1.046859920E-1,9.747760773E0
1.887969651E3,8.494520187E-2,-9.511470050E-2,9.752547264E0
1.888019651E3,7.537391037E-2,-1.142572835E-1,9.728618622E0
1.888069651E3,8.015955985E-2,-1.142572835E-1,9.733404160E0
1.888119651E3,8.494520187E-2,-1.190429255E-1,9.738189697E0
1.888169651E3,7.537391037E-2,-1.333998591E-1,9.752547264E0
1.888219651E3,7.537391037E-2,-1.238285750E-1,9.738189697E0
1.888269651E3,8.494520187E-2,-1.190429255E-1,9.742975235E0
1.888319651E3,8.973085135E-2,-1.142572835E-1,9.747760773E0
1.888369651E3,8.494520187E-2,-1.190429255E-1,9.757332802E0
1.888419651E3,7.058826834E-2,-1.190429255E-1,9.752547264E0
1.888469651E3,7.537391037E-2,-1.142572835E-1,9.747760773E0
1.888519651E3,7.537391037E-2,-1.046859920E-1,9.729216576E0
1.888569651E3,7.537391037E-2,-1.094716340E-1,9.757332802E0
1.888619651E3,9.451649338E-2,-1.142572835E-1,9.738189697E0
1.888669651E3,7.058826834E-2,-1.286142170E-1,9.748359680E0
1.888719651E3,6.580262631E-2,-1.142572835E-1,9.748359680E0
1.888769651E3,8.015955985E-2,-1.190429255E-1,9.748359680E0
1.888819651E3,7.537391037E-2,-1.190429255E-1,9.734002113E0
1.888869651E3,8.015955985E-2,-1.286142170E-1,9.748359680E0
1.888919651E3,8.015955985E-2,-1.333998591E-1,9.734002113E0
1.888969651E3,7.537391037E-2,-1.238285750E-1,9.743574142E0
1.889019651E3,7.537391037E-2,-1.190429255E-1,9.748359680E0
1.889069651E3,7.537391037E-2,-1.094716340E-1,9.752547264E0
1.889119651E3,8.015955985E-2,-1.142572835E-1,9.757930756E0
1.889169651E3,8.015955985E-2,-1.142572835E-1,9.738788605E0
1.889219651E3,7.537391037E-2,-1.142572835E-1,9.762118340E0
1.889269651E3,9.451649338E-2,-1.286142170E-1,9.753145218E0
1.889319651E3,7.058826834E-2,-1.238285750E-1,9.757930756E0
1.889369651E3,6.580262631E-2,-1.142572835E-1,9.772287369E0
1.889419651E3,8.973085135E-2,-1.238285750E-1,9.767501831E0
1.889469651E3,8.015955985E-2,-1.142572835E-1,9.762716293E0
1.889519651E3,7.537391037E-2,-1.094716340E-1,9.757930756E0
1.889569651E3,8.015955985E-2,-1.094716340E-1,9.766903877E0
1.889619651E3,8.015955985E-2,-1.142572835E-1,9.729216576E0
1.889669651E3,9.930214286E-2,-1.142572835E-1,9.752547264E0
1.889719651E3,8.973085135E-2,-1.238285750E-1,9.757332802E0
1.889769651E3,8.494520187E-2,-1.094716340E-1,9.757930756E0
1.889819651E3,7.537391037E-2,-1.238285750E-1,9.753145218E0
1.889869651E3,7.537391037E-2,-1.286142170E-1,9.748359680E0
1.889919651E3,8.494520187E-2,-1.238285750E-1,9.748359680E0
1.889969651E3,8.015955985E-2,-1.190429255E-1,9.776474953E0
1.890019651E3,7.537391037E-2,-9.990034252E-2,9.766903877E0
1.890069651E3,8.973085135E-2,-1.190429255E-1,9.766903877E0
1.890119651E3,7.537391037E-2,-1.286142170E-1,9.781260490E0
1.890169651E3,6.101697683E-2,-1.190429255E-1,9.781260490E0
1.890219651E3,7.537391037E-2,-1.094716340E-1,9.771689415E0
1.890269651E3,6.580262631E-2,-1.142572835E-1,9.753145218E0
1.890319651E3,7.537391037E-2,-1.094716340E-1,9.762118340E0
1.890369651E3,6.580262631E-2,-1.286142170E-1,9.757930756E0
1.890419651E3,8.494520187E-2,-1.333998591E-1,9.772287369E0
1.890469651E3,8.015955985E-2,-1.190429255E-1,9.776474953E0
1.890519651E3,8.015955985E-2,-1.238285750E-1,9.748359680E0
1.890569651E3,8.015955985E-2,-1.094716340E-1,9.766903877E0
1.890619651E3,7.537391037E-2,-1.190429255E-1,9.781260490E0
1.890669651E3,8.015955985E-2,-9.990034252E-2,9.776474953E0
1.890719651E3,7.058826834E-2,-1.046859920E-1,9.771689415E0
1.890769651E3,8.015955985E-2,-1.094716340E-1,9.762118340E0
1.890819651E3,8.494520187E-2,-1.190429255E-1,9.786046028E0
1.890869651E3,8.015955985E-2,-1.238285750E-1,9.747760773E0
1.890919651E3,8.015955985E-2,-1.190429255E-1,9.766903877E0
1.890969651E3,8.015955985E-2,-1.238285750E-1,9.743574142E0
1.891019651E3,8.973085135E-2,-1.238285750E-1,9.762118340E0
1.891069651E3,6.580262631E-2,-1.238285750E-1,9.757332802E0
1.891119651E3,7.537391037E-2,-1.046859920E-1,9.752547264E0
1.891169651E3,8.015955985E-2,-1.190429255E-1,9.771689415E0
1.891219651E3,6.580262631E-2,-1.046859920E-1,9.757332802E0
1.891269651E3,7.537391037E-2,-1.286142170E-1,9.757332802E0
1.891319651E3,7.537391037E-2,-1.094716340E-1,9.776474953E0
1.891369651E3,8.015955985E-2,-1.286142170E-1,9.771689415E0
1.891419651E3,7.058826834E-2,-1.142572835E-1,9.757332802E0
1.891469651E3,7.058826834E-2,-1.238285750E-1,9.766903877E0
1.891519651E3,8.015955985E-2,-1.333998591E-1,9.738788605E0
1.891569651E3,8.494520187E-2,-1.238285750E-1,9.747760773E0
1.891619651E3,7.537391037E-2,-1.333998591E-1,9.771689415E0
1.891669651E3,8.015955985E-2,-1.286142170E-1,9.757332802E0
1.891719651E3,8.015955985E-2,-1.142572835E-1,9.757332802E0
1.891769651E3,8.494520187E-2,-1.142572835E-1,9.771689415E0
1.891819651E3,8.015955985E-2,-1.190429255E-1,9.766903877E0
1.891869651E3,7.537391037E-2,-1.094716340E-1,9.762118340E0
1.891919651E3,7.058826834E-2,-1.190429255E-1,9.771689415E0
1.891969651E3,8.015955985E-2,-1.286142170E-1,9.757332802E0
1.892019651E3,9.451649338E-2,-1.238285750E-1,9.771689415E0
1.892069651E3,7.537391037E-2,-1.238285750E-1,9.757332802E0
1.892119651E3,6.580262631E-2,-1.333998591E-1,9.776474953E0
1.892169651E3,7.597211748E-2,-1.094716340E-1,9.776474953E0
1.892219651E3,7.058826834E-2,-1.333998591E-1,9.766903877E0
1.892269651E3,7.058826834E-2,-1.190429255E-1,9.776474953E0
1.892319651E3,8.973085135E-2,-1.094716340E-1,9.771689415E0
1.892369651E3,6.580262631E-2,-1.142572835E-1,9.771689415E0
1.892419651E3,8.015955985E-2,-1.094716340E-1,9.752547264E0
1.892469651E3,6.580262631E-2,-1.238285750E-1,9.762118340E0
1.892519651E3,6.580262631E-2,-1.046859920E-1,9.757332802E0
1.892569651E3,7.058826834E-2,-1.190429255E-1,9.757332802E0
1.892619651E3,7.537391037E-2,-1.142572835E-1,9.771689415E0
1.892669651E3,8.015955985E-2,-1.046859920E-1,9.752547264E0
1.892719651E3,9.451649338E-2,-1.094716340E-1,9.762118340E0
1.892769651E3,7.537391037E-2,-1.046859920E-1,9.752547264E0
1.892819651E3,8.494520187E-2,-1.046859920E-1,9.766903877E0
1.892869651E3,6.580262631E-2,-1.190429255E-1,9.771689415E0
1.892919651E3,6.161518395E-2,-1.094716340E-1,9.766903877E0
1.892969651E3,7.537391037E-2,-1.142572835E-1,9.766903877E0
1.893019651E3,8.015955985E-2,-1.238285750E-1,9.752547264E0
1.893069651E3,8.015955985E-2,-1.238285750E-1,9.776474953E0
1.893119651E3,8.015955985E-2,-1.286142170E-1,9.766903877E0
1.893169651E3,7.058826834E-2,-1.142572835E-1,9.757332802E0
1.893219651E3,7.537391037E-2,-1.286142170E-1,9.762118340E0
1.893269651E3,7.537391037E-2,-1.190429255E-1,9.757332802E0
1.893319651E3,9.032905847E-2,-1.046859920E-1,9.776474953E0
1.893369651E3,8.015955985E-2,-1.046859920E-1,9.752547264E0
1.893419651E3,8.075776696E-2,-1.142572835E-1,9.771689415E0
1.893469651E3,6.580262631E-2,-1.286142170E-1,9.757332802E0
1.893519651E3,7.058826834E-2,-1.142572835E-1,9.762118340E0
1.893569651E3,7.597211748E-2,-1.190429255E-1,9.766903877E0
1.893619651E3,8.554340899E-2,-1.142572835E-1,9.776474953E0
1.893669651E3,7.597211748E-2,-1.142572835E-1,9.776474953E0
1.893719651E3,6.640082598E-2,-1.142572835E-1,9.766903877E0
1.893769651E3,7.118647546E-2,-9.511470050E-2,9.766903877E0
1.893819651E3,7.537391037E-2,-1.286142170E-1,9.757332802E0
1.893869651E3,7.537391037E-2,-1.190429255E-1,9.771689415E0
1.893919651E3,8.075776696E-2,-1.238285750E-1,9.766903877E0
1.893969651E3,7.058826834E-2,-1.190429255E-1,9.757332802E0
1.894019651E3,7.537391037E-2,-1.286142170E-1,9.762118340E0
1.894069651E3,6.101697683E-2,-1.190429255E-1,9.752547264E0
1.894119651E3,7.537391037E-2,-1.286142170E-1,9.757332802E0
1.894169651E3,9.032905847E-2,-1.046859920E-1,9.762118340E0
1.894219651E3,7.537391037E-2,-1.094716340E-1,9.747760773E0
1.894269651E3,8.075776696E-2,-1.094716340E-1,9.766903877E0
1.894319651E3,8.075776696E-2,-1.286142170E-1,9.771689415E0
1.894369651E3,8.075776696E-2,-1.094716340E-1,9.781260490E0
1.894419651E3,8.554340899E-2,-1.142572835E-1,9.762118340E0
1.894469651E3,6.580262631E-2,-1.333998591E-1,9.752547264E0
1.894519651E3,8.015955985E-2,-1.286142170E-1,9.762118340E0
1.894569651E3,8.015955985E-2,-1.190429255E-1,9.733404160E0
1.894619651E3,7.537391037E-2,-1.142572835E-1,9.752547264E0
1.894669651E3,7.537391037E-2,-1.286142170E-1,9.752547264E0
1.894719651E3,8.554340899E-2,-1.046859920E-1,9.771689415E0
1.894769651E3,8.075776696E-2,-1.142572835E-1,9.776474953E0
1.894819651E3,7.118647546E-2,-1.190429255E-1,9.762118340E0
1.894869651E3,7.597211748E-2,-1.190429255E-1,9.762118340E0
1.894919651E3,8.075776696E-2,-1.190429255E-1,9.776474953E0
1.894969651E3,6.640082598E-2,-1.190429255E-1,9.766903877E0
1.895019651E3,7.597211748E-2,-1.142572835E-1,9.752547264E0
1.895069651E3,8.075776696E-2,-1.190429255E-1,9.766903877E0
1.895119651E3,7.058826834E-2,-1.333998591E-1,9.752547264E0
1.895169651E3,8.554340899E-2,-1.142572835E-1,9.762118340E0
1.895219651E3,8.075776696E-2,-1.142572835E-1,9.776474953E0
1.895269651E3,7.537391037E-2,-9.990034252E-2,9.742975235E0
1.895319651E3,8.015955985E-2,-1.190429255E-1,9.747760773E0
1.895369651E3,9.032905847E-2,-1.094716340E-1,9.762118340E0
1.895419651E3,7.118647546E-2,-1.190429255E-1,9.766903877E0
1.895469651E3,7.058826834E-2,-1.190429255E-1,9.742975235E0
1.895519651E3,8.554340899E-2,-9.990034252E-2,9.776474953E0
1.895569651E3,7.118647546E-2,-1.238285750E-1,9.762118340E0
1.895619651E3,8.554340899E-2,-1.094716340E-1,9.762118340E0
1.895669651E3,9.032905847E-2,-1.046859920E-1,9.757332802E0
1.895719651E3,7.058826834E-2,-1.333998591E-1,9.757332802E0
1.895769651E3,7.058826834E-2,-1.381855011E-1,9.752547264E0
1.895819651E3,8.554340899E-2,-1.286142170E-1,9.766903877E0
1.895869651E3,7.118647546E-2,-1.094716340E-1,9.762118340E0
1.895919651E3,8.554340899E-2,-1.190429255E-1,9.771689415E0
1.895969651E3,8.075776696E-2,-1.142572835E-1,9.762118340E0
1.896019651E3,7.058826834E-2,-1.190429255E-1,9.728618622E0
1.896069651E3,7.597211748E-2,-1.190429255E-1,9.757332802E0
1.896119651E3,7.597211748E-2,-1.142572835E-1,9.771689415E0
1.896169651E3,8.075776696E-2,-1.142572835E-1,9.752547264E0
1.896219651E3,8.075776696E-2,-1.094716340E-1,9.776474953E0
1.896269651E3,6.640082598E-2,-1.142572835E-1,9.762118340E0
1.896319651E3,7.597211748E-2,-1.046859920E-1,9.766903877E0
1.896369651E3,8.075776696E-2,-1.046859920E-1,9.757332802E0
1.896419651E3,7.597211748E-2,-1.190429255E-1,9.762118340E0
1.896469651E3,8.554340899E-2,-1.142572835E-1,9.786046028E0
1.896519651E3,8.075776696E-2,-1.046859920E-1,9.766903877E0
1.896569651E3,9.032905847E-2,-1.286142170E-1,9.776474953E0
1.896619651E3,8.075776696E-2,-1.094716340E-1,9.781260490E0
1.896669651E3,7.118647546E-2,-1.142572835E-1,9.752547264E0
1.896719651E3,7.597211748E-2,-1.190429255E-1,9.776474953E0
1.896769651E3,9.032905847E-2,-1.094716340E-1,9.742975235E0
1.896819651E3,8.075776696E-2,-1.142572835E-1,9.757332802E0
1.896869651E3,7.118647546E-2,-1.238285750E-1,9.757332802E0
1.896919651E3,7.597211748E-2,-1.094716340E-1,9.771689415E0
1.896969651E3,7.118647546E-2,-1.142572835E-1,9.757332802E0
1.897019651E3,6.640082598E-2,-1.286142170E-1,9.757332802E0
1.897069651E3,7.118647546E-2,-1.142572835E-1,9.762118340E0
1.897119651E3,7.597211748E-2,-1.142572835E-1,9.776474953E0
1.897169651E3,6.640082598E-2,-1.094716340E-1,9.766903877E0
1.897219651E3,7.597211748E-2,-1.190429255E-1,9.776474953E0
1.897269651E3,7.597211748E-2,-1.238285750E-1,9.762118340E0
1.897319651E3,6.640082598E-2,-1.142572835E-1,9.757332802E0
1.897369651E3,6.640082598E-2,-9.990034252E-2,9.762118340E0
1.897419651E3,9.511470050E-2,-1.142572835E-1,9.752547264E0
1.897469651E3,7.118647546E-2,-1.094716340E-1,9.762118340E0
1.897519651E3,6.640082598E-2,-1.190429255E-1,9.762118340E0
1.897569651E3,8.075776696E-2,-1.238285750E-1,9.771689415E0
1.897619651E3,8.075776696E-2,-1.142572835E-1,9.766903877E0
1.897669651E3,8.075776696E-2,-1.190429255E-1,9.747760773E0
1.897719651E3,8.075776696E-2,-1.046859920E-1,9.766903877E0
1.897769651E3,6.640082598E-2,-1.238285750E-1,9.776474953E0
1.897819651E3,8.075776696E-2,-1.190429255E-1,9.757332802E0
1.897869651E3,7.118647546E-2,-1.190429255E-1,9.781260490E0
1.897919651E3,6.161518395E-2,-1.088734269E-1,9.757332802E0
1.897969651E3,8.075776696E-2,-9.990034252E-2,9.762118340E0
1.898019651E3,5.682953820E-2,-1.088734269E-1,9.776474953E0
1.898069651E3,7.597211748E-2,-1.142572835E-1,9.757332802E0
1.898119651E3,6.640082598E-2,-1.094716340E-1,9.762118340E0
1.898169651E3,8.075776696E-2,-1.142572835E-1,9.766903877E0
